Age,CatsInHouse,HousingType,Zone,TimeOutside,TimeWithOwner,Shy,Calm,Skittish,Intelligent,Vigilant,Tenacious,Affectionate,Friendly,Loner,Ferocious,Territorial,Aggressive,Impulsive,Predictable,Inattentive,NaturalAreasAbundance,BirdsEater,MiceEater,Race
More than 10 years,2,Apartment with balcony or terrace,Periurban,1,2,2,4,2,4,4,4,4,3,1,1,1,2,1,3,2,2.0514166451485663,0,0,TurkishAngora
Less than 1 year,2,House in a subdivision,Rural,0,2,1,4,1,3,2,3,5,4,1,4,2,2,1,2,4,2.860883805856938,0,0,BritishShorthair
Less than 1 year,1,House in a subdivision,Rural,0,2,1,2,1,2,1,1,2,4,2,1,2,1,1,4,1,2.8602276233737105,0,0,Sphynx
2-10 years,3,Apartment without balcony,Rural,0,2,1,4,1,3,3,3,5,4,2,3,3,3,3,2,3,1.5176436184484086,0,0,BritishShorthair
More than 10 years,1,House in a subdivision,Rural,2,2,2,5,3,5,1,3,5,4,5,1,5,5,5,5,5,3.0,0,0,NoBreed
2-10 years,3,Individual house zone,Periurban,1,2,1,2,1,4,4,4,4,2,2,3,4,1,2,2,4,3.0,0,0,Savannah
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,1,1,4,4,4,4,4,2,2,3,2,4,3,3,2.2918279113547184,0,0,Bengal
2-10 years,1,House in a subdivision,Periurban,0,2,1,4,3,5,4,4,5,5,1,1,1,2,2,3,4,2.0,0,0,Birman
2-10 years,1,Apartment without balcony,Urban,0,3,4,4,2,3,4,2,4,1,2,1,1,2,2,4,3,1.2541629879690357,0,0,BritishShorthair
1-2 years,1,Apartment without balcony,Urban,0,2,1,4,2,4,4,4,4,5,3,1,2,2,1,4,4,1.589917686854633,0,0,Birman
2-10 years,5,Individual house zone,Periurban,2,2,2,5,3,4,4,2,4,5,2,1,1,1,1,4,4,2.0,0,1,BritishShorthair
2-10 years,5,Individual house zone,Rural,3,2,1,2,2,4,4,5,4,2,4,1,3,1,3,3,2,3.0,0,4,BritishShorthair
Less than 1 year,2,Apartment without balcony,Periurban,0,3,1,2,1,5,5,4,5,4,1,3,4,4,4,4,4,2.0,0,0,Siamese
2-10 years,3,Apartment without balcony,Periurban,0,1,2,4,3,4,4,4,5,1,3,3,4,3,3,4,4,2.7893378109943336,0,0,Bengal
2-10 years,1,House in a subdivision,Rural,0,2,2,1,2,4,2,4,4,4,1,3,2,2,4,1,3,2.3364626279832894,0,0,Bengal
More than 10 years,1,House in a subdivision,Rural,2,2,4,4,4,2,4,4,4,2,4,4,4,4,4,3,3,2.0,1,1,European
1-2 years,5,House in a subdivision,Rural,2,2,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,1.0,0,0,Bengal
1-2 years,1,House in a subdivision,Urban,1,2,3,4,2,4,4,4,4,4,3,1,3,3,1,3,3,3.0,0,0,Persian
More than 10 years,2,House in a subdivision,Rural,2,2,1,5,1,5,4,3,5,5,4,1,1,5,4,5,4,2.0,0,0,European
1-2 years,5,House in a subdivision,Periurban,2,2,1,4,1,4,4,4,5,5,1,1,2,1,1,4,2,2.0305295667246313,0,0,MaineCoon
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,2,4,4,3,5,4,4,5,2,2,1,1,2,1,3,3,1.0,0,0,NoBreed
1-2 years,2,Apartment with balcony or terrace,Urban,2,2,3,5,4,5,5,3,5,5,2,1,1,1,1,2,3,2.0,0,1,NoBreed
More than 10 years,1,Apartment with balcony or terrace,Urban,1,2,3,3,2,4,4,4,4,4,2,2,3,2,2,3,2,1.4562210920026009,0,0,TurkishAngora
2-10 years,3,Apartment with balcony or terrace,Urban,0,2,1,2,1,4,3,5,5,5,2,4,4,4,4,2,2,1.205077560149459,0,0,NoBreed
Less than 1 year,5,Apartment with balcony or terrace,Rural,0,2,2,5,1,5,4,4,5,4,2,1,1,1,1,4,2,1.0,0,0,Chartreux
1-2 years,1,House in a subdivision,Periurban,1,2,2,4,4,3,4,3,5,5,1,1,2,3,1,4,4,2.741311669302092,1,2,Chartreux
1-2 years,5,House in a subdivision,Periurban,0,2,1,3,1,4,3,4,5,4,2,2,3,3,3,3,3,2.1026127547549387,0,0,Sphynx
Less than 1 year,3,House in a subdivision,Periurban,2,2,1,4,2,4,4,4,5,4,2,1,3,3,2,4,2,3.0,0,0,Chartreux
1-2 years,1,House in a subdivision,Periurban,0,2,4,5,2,5,5,3,5,4,2,1,1,1,1,5,3,3.0,0,0,Persian
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,3,2,1,4,4,4,3,3,4,3,4,3,4,4,1,1.0,0,0,BritishShorthair
Less than 1 year,4,House in a subdivision,Rural,0,2,1,3,1,4,4,4,4,3,1,1,4,1,4,2,2,2.2680636408228763,0,0,MaineCoon
1-2 years,2,Apartment without balcony,Rural,0,2,3,3,1,3,4,4,4,3,2,4,2,2,4,3,3,1.0734967473300125,0,0,Bengal
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,2,3,2,4,4,5,4,2,2,3,4,2,5,4,4,1.834486682572026,0,0,BritishShorthair
1-2 years,4,Individual house zone,Rural,0,2,1,1,1,5,5,4,5,3,1,3,3,2,3,3,1,2.4524076238462635,0,0,Bengal
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,4,2,3,5,5,5,5,3,1,1,2,3,2,3,4,2.0941088952122398,0,0,Savannah
2-10 years,2,House in a subdivision,Periurban,0,3,1,5,2,5,3,4,5,5,2,1,2,1,4,4,4,2.0,0,0,European
1-2 years,3,Apartment without balcony,Rural,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1.1338037362794888,0,0,Savannah
1-2 years,4,Apartment without balcony,Periurban,1,2,1,1,1,4,4,3,3,1,2,4,4,3,4,1,2,2.3766674490950095,0,0,Savannah
Less than 1 year,5,Apartment without balcony,Rural,0,2,2,3,1,4,1,1,4,4,1,1,1,1,1,3,3,1.6364302495436367,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Urban,0,3,4,5,2,5,5,4,5,3,2,1,4,3,1,4,4,1.0,0,0,European
2-10 years,2,Apartment without balcony,Periurban,0,2,2,3,3,4,4,4,4,4,4,4,2,3,4,4,2,2.0,0,0,NoBreed
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,1,4,3,4,2,3,4,4,2,1,2,3,2,4,3,1.0,0,0,Ragdoll
2-10 years,4,Individual house zone,Periurban,0,2,1,1,1,5,4,4,5,5,1,3,3,1,1,3,2,1.1738952492194872,0,0,Bengal
Less than 1 year,1,House in a subdivision,Periurban,0,3,1,2,3,5,1,5,5,5,1,1,5,3,2,4,5,3.0,0,0,Sphynx
2-10 years,2,Apartment with balcony or terrace,Periurban,0,2,1,2,1,5,4,4,5,5,2,1,3,1,1,4,3,1.0,0,0,Chartreux
1-2 years,5,House in a subdivision,Periurban,0,2,1,2,2,4,3,4,4,4,1,2,1,1,3,2,1,1.603076723798404,0,0,Sphynx
2-10 years,1,Apartment without balcony,Urban,0,2,2,4,1,4,5,5,4,2,1,1,1,1,1,4,4,2.0,0,0,BritishShorthair
2-10 years,1,Apartment with balcony or terrace,Rural,0,1,3,3,2,5,3,3,4,4,4,3,5,3,3,3,2,3.0,0,0,Savannah
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,3,3,3,4,4,4,4,3,2,1,4,1,3,3,2,1.2055798083756375,0,0,Chartreux
2-10 years,1,Apartment without balcony,Periurban,0,2,1,2,2,4,4,4,5,5,1,1,2,1,1,4,3,1.2886305532402558,0,0,MaineCoon
1-2 years,3,House in a subdivision,Rural,0,2,1,3,3,5,5,4,5,4,1,1,3,1,1,1,1,3.0,0,0,Savannah
More than 10 years,2,Apartment without balcony,Urban,2,2,2,5,2,4,4,4,3,3,4,1,1,3,1,3,3,2.6779052977806646,0,0,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,3,4,3,5,5,4,5,2,2,1,3,3,1,2,3,2.0,0,0,Birman
Less than 1 year,1,Individual house zone,Rural,0,2,1,2,2,5,4,3,5,3,1,1,1,2,2,3,3,2.567665198957398,0,0,Birman
2-10 years,3,Apartment with balcony or terrace,Rural,0,2,1,2,1,3,2,3,2,5,2,1,4,2,3,3,3,1.3340088787452378,0,0,Siamese
Less than 1 year,2,Individual house zone,Periurban,0,2,1,3,3,2,2,2,2,4,1,2,2,1,3,3,3,2.997660609374222,0,0,BritishShorthair
1-2 years,2,Apartment without balcony,Rural,0,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2.6587833667107175,0,0,Birman
1-2 years,1,House in a subdivision,Rural,1,2,4,4,2,3,3,3,3,3,2,3,2,2,2,2,2,1.0443485017702465,2,2,MaineCoon
Less than 1 year,1,House in a subdivision,Periurban,0,2,1,3,2,4,2,4,4,5,1,1,1,1,1,4,4,2.0,0,0,Birman
Less than 1 year,4,Individual house zone,Rural,0,2,1,3,1,4,2,4,5,5,1,3,2,1,1,3,4,3.0,0,0,Siamese
1-2 years,2,Apartment with balcony or terrace,Periurban,1,2,4,3,2,3,4,4,4,3,2,2,3,2,3,4,5,1.165513317427974,0,0,NoBreed
2-10 years,1,Apartment without balcony,Periurban,2,2,2,3,3,3,3,2,3,2,2,1,1,1,1,3,2,2.0,0,0,Siamese
Less than 1 year,1,House in a subdivision,Periurban,0,2,1,2,1,4,2,2,3,4,1,1,1,1,2,5,3,3.0,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,4,3,3,2,2,2,2,1,2,3,2,1.2451621800591521,0,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,2,4,3,5,4,4,5,4,2,1,3,2,2,4,4,2.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,4,5,2,3,4,3,4,3,2,1,1,2,1,4,3,1.0,0,0,BritishShorthair
1-2 years,1,House in a subdivision,Rural,1,2,1,1,3,4,4,4,5,5,2,1,3,3,3,4,4,2.5467111652519723,0,0,Bengal
1-2 years,1,Apartment without balcony,Urban,0,2,1,5,3,5,4,4,5,5,3,1,1,3,4,4,5,2.0,0,0,European
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,3,4,2,4,4,4,3,1,2,1,1,1,1,1,1,1.185425279768618,0,0,Persian
2-10 years,2,Apartment without balcony,Periurban,0,3,2,4,3,4,5,4,5,4,4,4,4,3,4,4,3,2.0,0,0,NoBreed
2-10 years,1,Individual house zone,Rural,1,2,4,1,2,4,4,4,4,2,1,4,2,3,4,2,3,3.0,1,0,Savannah
2-10 years,1,House in a subdivision,Rural,0,1,2,5,3,3,2,1,2,3,5,1,3,3,2,4,4,3.0,0,0,Ragdoll
2-10 years,4,Apartment with balcony or terrace,Periurban,1,2,1,1,1,4,4,3,4,2,1,4,4,4,4,1,1,1.991475335145048,0,0,Savannah
2-10 years,2,House in a subdivision,Periurban,0,2,1,4,4,5,5,5,5,5,1,3,2,3,1,5,1,2.0,1,1,European
1-2 years,1,Apartment without balcony,Periurban,1,2,2,3,2,4,3,3,4,4,3,1,2,1,2,3,3,1.8963358185211199,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,3,3,4,3,2,1,2,1,1,3,2,1.0,0,0,Siamese
2-10 years,2,House in a subdivision,Periurban,1,2,3,4,2,4,5,3,4,1,3,1,3,3,3,3,2,2.5880583780900794,1,1,Savannah
2-10 years,3,Apartment without balcony,Rural,0,2,2,5,3,5,4,4,5,4,3,3,4,3,4,4,3,3.0,0,0,NoBreed
2-10 years,1,House in a subdivision,Periurban,0,2,3,4,3,4,5,4,5,1,4,1,1,1,1,4,4,2.2624987518902517,0,1,Bengal
2-10 years,1,House in a subdivision,Rural,1,2,5,4,5,4,4,4,3,3,4,1,1,1,1,1,1,1.7804894749190412,0,0,NoBreed
2-10 years,1,Individual house zone,Rural,0,3,3,5,1,5,5,5,5,3,3,1,3,1,4,4,3,2.0,0,0,Bengal
1-2 years,1,House in a subdivision,Rural,2,2,1,1,3,5,4,5,3,4,2,4,4,2,3,2,3,2.0,1,0,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,3,4,3,4,4,4,4,4,2,2,3,3,2,3,3,1.0,0,0,Ragdoll
Less than 1 year,4,Individual house zone,Rural,0,2,1,2,1,4,3,4,5,5,1,2,2,1,1,2,4,3.0,0,0,Siamese
More than 10 years,2,Individual house zone,Periurban,2,2,3,4,4,4,4,3,4,4,4,1,2,4,4,3,4,3.0,1,1,Siamese
2-10 years,2,Apartment without balcony,Urban,0,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2.0,0,0,Chartreux
2-10 years,4,House in a subdivision,Periurban,1,2,2,4,2,5,3,3,4,3,2,2,3,2,2,3,2,2.9112974662429445,0,0,Persian
2-10 years,3,Individual house zone,Periurban,0,3,1,4,1,4,2,3,5,3,2,1,1,1,1,4,3,2.0,0,0,MaineCoon
2-10 years,1,Individual house zone,Rural,1,2,3,2,4,5,4,4,4,4,2,3,1,3,1,5,4,3.0,0,0,Persian
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,4,4,3,4,5,4,2,1,2,2,3,3,2,4,4,1.8107784602149941,0,0,BritishShorthair
1-2 years,2,Individual house zone,Rural,3,1,4,4,2,4,4,4,3,1,3,1,3,2,4,2,1,3.0,3,4,Birman
Less than 1 year,1,Apartment without balcony,Urban,0,2,1,2,2,4,4,4,4,4,3,3,3,3,4,3,3,2.5025351060201095,0,0,TurkishAngora
Less than 1 year,2,Apartment with balcony or terrace,Urban,2,2,1,4,2,2,1,1,1,5,2,1,2,1,1,1,2,1.0,0,0,Ragdoll
2-10 years,4,Individual house zone,Rural,2,3,1,4,1,5,3,5,5,4,4,2,4,1,3,5,2,3.0,3,3,NoBreed
1-2 years,3,House in a subdivision,Rural,0,2,2,2,2,3,2,2,3,2,2,1,1,2,1,2,2,1.7149240402022476,0,0,Savannah
2-10 years,1,Apartment without balcony,Urban,0,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1.7547144677446656,0,0,Siamese
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,3,4,3,4,4,4,4,4,1,1,1,1,1,3,3,1.0,0,0,Persian
2-10 years,1,House in a subdivision,Periurban,1,2,3,4,3,4,4,2,4,3,1,1,1,1,1,4,2,2.0,0,0,Siamese
1-2 years,1,House in a subdivision,Periurban,0,2,3,4,3,5,5,5,5,4,1,1,1,1,1,4,1,2.9911686261369765,0,0,MaineCoon
1-2 years,2,House in a subdivision,Rural,0,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,1.0,0,0,Persian
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,3,2,3,4,5,5,5,4,4,1,1,2,2,3,3,3,2.0,0,0,TurkishAngora
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,1,2,3,3,4,4,4,4,1,2,3,3,3,3,3,2.602816470381545,0,0,Sphynx
2-10 years,5,Individual house zone,Periurban,1,2,1,4,1,5,4,5,5,3,2,1,1,1,1,2,4,2.4808369780890738,0,0,BritishShorthair
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,2,4,2,3,4,3,4,3,1,1,2,2,1,3,2,1.7826960407441492,1,0,TurkishAngora
2-10 years,1,Apartment without balcony,Periurban,0,2,1,2,2,4,4,4,5,5,1,1,2,1,1,4,3,1.0914868373977549,0,0,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,3,4,3,3,4,4,5,2,4,1,4,3,2,4,4,1.1723198712016298,0,0,Persian
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,3,3,3,4,3,2,1,2,1,1,3,2,1.0,0,0,Siamese
2-10 years,1,House in a subdivision,Periurban,1,2,1,2,1,5,3,5,4,5,3,3,3,3,4,3,2,3.0,1,2,Birman
1-2 years,2,Individual house zone,Periurban,2,2,1,4,1,4,2,3,4,4,1,1,1,1,1,3,4,2.357074436385747,0,0,Ragdoll
1-2 years,2,Individual house zone,Rural,1,3,4,3,3,4,5,5,5,3,2,2,2,1,3,4,5,3.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,3,4,3,4,2,4,3,4,1,1,1,3,1,2,2,1.0,0,0,Ragdoll
1-2 years,5,Apartment with balcony or terrace,Rural,0,2,1,1,1,5,3,5,5,4,1,1,2,3,1,1,2,1.549160628595868,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,4,4,2,4,4,4,3,4,3,2,2,3,1,4,2,1.0,0,0,BritishShorthair
Less than 1 year,1,House in a subdivision,Urban,0,2,2,1,3,5,5,5,3,2,3,4,4,3,3,4,3,3.0,0,0,Bengal
1-2 years,1,Apartment with balcony or terrace,Periurban,1,2,4,4,4,4,4,4,4,1,4,1,1,1,1,3,4,2.7643082539350003,0,0,BritishShorthair
2-10 years,2,Apartment with balcony or terrace,Urban,0,1,4,3,4,4,4,2,4,1,2,1,1,1,1,3,4,3.0,0,0,Persian
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,3,1,3,3,3,4,4,1,1,2,1,1,3,3,2.0,0,0,Persian
2-10 years,5,Individual house zone,Rural,0,1,1,4,1,4,3,4,5,4,1,2,1,1,1,4,3,3.0,0,0,BritishShorthair
2-10 years,5,Apartment without balcony,Urban,0,3,1,3,1,5,5,5,5,4,2,3,4,2,3,4,4,1.0,0,0,European
2-10 years,1,Apartment without balcony,Urban,0,3,1,4,1,3,3,3,4,4,2,1,1,1,1,3,3,1.6031974021769795,0,0,Ragdoll
1-2 years,1,House in a subdivision,Urban,1,2,4,4,2,4,3,2,4,2,3,1,2,1,1,1,1,1.699146891646745,0,0,Siamese
1-2 years,1,Apartment with balcony or terrace,Rural,0,2,3,4,3,4,4,3,5,4,1,1,1,3,1,4,4,1.036549667848095,0,0,Persian
2-10 years,4,Individual house zone,Rural,2,3,1,3,2,5,5,5,4,3,1,2,3,2,2,3,2,3.0,3,3,MaineCoon
2-10 years,1,House in a subdivision,Rural,1,2,1,3,1,5,4,5,4,4,2,3,3,3,4,4,2,3.0,0,1,Birman
2-10 years,2,House in a subdivision,Rural,0,2,3,4,3,4,4,5,4,4,1,3,4,2,3,4,3,2.9421573234366036,0,0,Birman
2-10 years,2,House in a subdivision,Rural,0,2,1,3,3,5,3,5,4,3,1,3,2,1,1,3,3,2.085701193439501,0,0,Bengal
Less than 1 year,1,Individual house zone,Rural,2,2,4,3,4,4,2,4,4,3,4,2,3,1,4,4,4,3.0,0,4,NoBreed
2-10 years,2,House in a subdivision,Rural,0,2,1,2,1,4,4,4,4,4,1,1,1,1,1,1,1,2.0,0,0,Sphynx
2-10 years,1,Apartment without balcony,Periurban,1,1,4,3,4,4,4,3,4,4,2,3,3,3,3,2,3,2.4424099364806695,0,0,Chartreux
Less than 1 year,1,Apartment with balcony or terrace,Rural,2,3,3,3,4,5,4,3,4,3,2,1,2,3,3,2,4,1.5326025194007622,0,0,TurkishAngora
2-10 years,1,Apartment without balcony,Urban,0,2,3,3,3,5,5,5,3,4,4,1,1,1,1,4,4,2.0,0,0,Persian
Less than 1 year,1,Apartment with balcony or terrace,Rural,0,2,2,4,2,4,4,4,4,4,4,1,3,2,2,4,3,1.5217300466362131,0,0,Chartreux
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,3,3,3,4,5,5,5,4,4,2,1,3,3,3,2,3,2.0,0,0,TurkishAngora
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,1,4,1,4,4,4,5,4,1,1,2,1,2,4,2,2.0,0,0,TurkishAngora
More than 10 years,5,House in a subdivision,Rural,0,3,4,4,4,4,4,1,4,3,4,1,1,1,1,4,1,2.0,0,0,Birman
1-2 years,1,Individual house zone,Periurban,2,2,1,4,3,4,4,4,4,4,2,1,3,2,1,3,4,3.0,1,3,Chartreux
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,1,2,3,3,4,4,4,4,1,2,3,3,3,4,3,3.0,0,0,Sphynx
2-10 years,1,House in a subdivision,Rural,0,2,2,5,2,4,4,4,3,2,4,1,3,3,3,4,3,2.4774808083654767,0,0,Chartreux
More than 10 years,1,Individual house zone,Urban,3,1,2,4,2,4,2,4,5,4,2,1,1,2,2,4,5,1.0,0,0,NoBreed
1-2 years,1,Apartment without balcony,Rural,0,2,1,2,2,3,3,4,4,2,3,3,4,4,5,5,5,2.5670162609866676,0,0,Sphynx
2-10 years,5,House in a subdivision,Periurban,0,3,4,5,1,3,4,4,3,1,2,1,5,3,1,5,5,2.0,0,0,BritishShorthair
2-10 years,1,Apartment without balcony,Urban,1,0,1,1,2,3,2,2,3,3,1,4,1,1,2,3,2,2.9146457757891744,0,0,TurkishAngora
2-10 years,2,Apartment without balcony,Rural,3,1,1,2,1,5,5,5,3,3,4,1,5,2,2,3,2,2.457432097773707,2,3,Siamese
1-2 years,2,Apartment with balcony or terrace,Periurban,0,2,1,3,1,4,3,5,5,5,1,2,2,2,3,4,3,3.0,0,0,NoBreed
2-10 years,1,House in a subdivision,Rural,2,3,5,5,4,5,4,3,4,2,5,1,2,2,1,3,3,3.0,1,3,Siamese
2-10 years,4,Apartment with balcony or terrace,Rural,1,2,1,4,1,5,4,5,5,4,3,1,2,2,2,4,2,1.0,0,0,Chartreux
1-2 years,2,House in a subdivision,Urban,1,2,4,4,3,4,5,3,5,3,2,1,4,5,3,3,2,2.0,0,0,Persian
2-10 years,5,Individual house zone,Rural,3,2,1,4,1,4,4,4,5,5,2,1,1,1,3,4,3,3.0,2,4,European
2-10 years,3,Apartment with balcony or terrace,Periurban,0,3,1,4,1,5,2,3,5,5,2,1,1,1,1,5,4,2.0,0,0,Ragdoll
2-10 years,5,Apartment without balcony,Rural,0,2,1,3,1,3,1,2,3,3,1,1,1,1,1,2,3,2.404929941088208,0,0,Sphynx
1-2 years,2,Apartment with balcony or terrace,Urban,1,3,1,4,1,5,4,4,4,4,2,1,3,2,2,4,4,1.0,0,0,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,1,3,1,4,3,4,4,4,1,1,1,1,3,3,4,1.0,0,0,Ragdoll
1-2 years,1,Apartment with balcony or terrace,Periurban,0,2,4,4,2,3,4,4,4,2,1,4,3,2,3,3,2,1.5679452305526294,0,0,Bengal
1-2 years,4,House in a subdivision,Periurban,0,2,2,1,1,4,3,4,3,1,3,3,3,2,3,1,4,3.0,0,0,Savannah
Less than 1 year,1,House in a subdivision,Urban,1,2,1,5,2,4,4,4,5,5,1,1,3,2,1,3,4,2.0,0,0,Ragdoll
1-2 years,1,Apartment without balcony,Rural,0,2,1,4,2,4,4,4,4,2,3,1,3,1,1,4,2,2.83823578864789,0,0,TurkishAngora
Less than 1 year,1,House in a subdivision,Rural,0,2,1,5,1,5,4,5,5,5,1,1,1,1,1,2,3,2.0,0,0,Ragdoll
2-10 years,4,Individual house zone,Rural,2,2,1,4,1,5,5,4,5,4,3,1,4,2,2,4,2,3.0,2,3,Chartreux
2-10 years,2,Apartment with balcony or terrace,Urban,2,2,2,4,4,4,4,3,3,4,2,4,4,3,2,4,2,2.0,0,0,NoBreed
2-10 years,1,Individual house zone,Rural,0,2,2,4,1,4,4,3,5,4,3,2,2,1,3,4,2,3.0,0,0,Chartreux
2-10 years,2,House in a subdivision,Periurban,2,2,5,4,4,4,5,4,5,1,4,1,1,1,1,4,3,2.9461417930019738,3,3,TurkishAngora
2-10 years,2,House in a subdivision,Periurban,0,3,4,4,4,3,4,3,5,3,3,1,2,4,4,5,2,2.0,0,0,Birman
2-10 years,1,House in a subdivision,Rural,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2.4190679467372025,1,1,Chartreux
2-10 years,5,House in a subdivision,Rural,0,3,5,5,5,4,4,3,4,3,4,1,1,1,1,3,2,2.3838471518677964,0,0,Ragdoll
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,2,2,2,1,4,4,4,4,3,2,3,3,3,4,2,2,2.0,0,0,Bengal
2-10 years,2,House in a subdivision,Periurban,1,2,3,4,3,5,5,4,4,1,4,1,2,1,1,4,2,3.0,2,2,TurkishAngora
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,3,2,1,4,5,5,4,3,2,2,3,2,4,3,4,2.0,0,0,Savannah
1-2 years,5,House in a subdivision,Periurban,0,2,2,3,2,5,5,5,4,3,3,2,2,2,3,3,3,2.3999794518806965,0,0,Bengal
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,1,4,1,5,4,3,5,5,1,1,1,1,1,3,4,1.6505116477917157,0,0,Ragdoll
1-2 years,2,House in a subdivision,Periurban,0,2,4,3,3,4,4,1,4,1,4,3,4,3,3,3,3,2.0,0,0,MaineCoon
2-10 years,1,House in a subdivision,Rural,2,2,4,2,4,4,5,3,4,2,4,1,2,2,2,4,3,3.0,2,1,NoBreed
Less than 1 year,4,House in a subdivision,Rural,2,2,1,4,3,4,4,3,4,3,4,1,1,3,3,3,3,3.0,2,2,Siamese
2-10 years,1,Apartment without balcony,Urban,0,2,2,3,2,4,4,4,4,3,3,1,2,3,3,4,3,2.873336661723848,0,0,Chartreux
1-2 years,1,Apartment without balcony,Urban,0,2,1,3,3,4,4,3,4,5,1,2,3,3,2,4,2,1.0,0,0,Sphynx
2-10 years,2,Individual house zone,Periurban,3,2,4,4,3,3,4,3,3,2,4,1,1,2,2,2,3,3.0,3,3,NoBreed
Less than 1 year,1,Individual house zone,Periurban,1,3,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1.4054092684408928,0,0,MaineCoon
1-2 years,2,Apartment with balcony or terrace,Urban,0,3,1,5,2,5,5,5,5,5,2,2,3,1,2,3,1,1.0,0,0,European
More than 10 years,2,Apartment without balcony,Urban,2,2,2,5,2,4,4,4,3,3,4,1,1,3,1,3,3,2.9767252386625787,0,0,TurkishAngora
More than 10 years,4,House in a subdivision,Rural,1,1,4,4,5,3,5,3,3,2,5,2,2,5,3,3,3,3.0,0,0,Siamese
1-2 years,1,House in a subdivision,Rural,1,2,1,2,2,4,2,4,3,3,3,2,2,2,3,3,4,2.7787905581803978,0,0,Bengal
2-10 years,1,Apartment without balcony,Rural,0,2,2,3,2,4,4,3,5,3,3,2,2,2,3,4,3,3.0,0,0,Chartreux
1-2 years,3,Individual house zone,Rural,3,3,1,4,1,5,5,5,5,3,2,1,1,1,3,3,3,3.0,4,4,European
2-10 years,1,Apartment with balcony or terrace,Urban,0,3,1,2,2,5,5,5,5,3,4,1,4,3,4,4,3,2.0,0,0,European
2-10 years,1,Apartment with balcony or terrace,Periurban,2,2,4,3,3,3,3,1,4,3,3,1,2,4,2,4,2,2.9821381075216804,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Rural,0,2,1,4,1,3,4,3,3,4,2,1,2,3,2,4,2,2.4415873274168023,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Rural,2,2,1,2,1,3,3,2,3,2,3,2,3,2,3,2,3,3.0,3,3,Chartreux
Less than 1 year,1,House in a subdivision,Urban,1,2,3,4,3,3,3,3,4,4,3,2,2,2,2,4,4,1.0,0,0,Birman
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,4,4,4,4,2,2,2,1,2,4,2,1.782484924563938,0,1,TurkishAngora
1-2 years,3,Apartment with balcony or terrace,Periurban,2,2,1,2,1,5,4,5,2,3,2,4,3,2,4,3,1,2.0305295667246313,0,0,Birman
1-2 years,1,Apartment with balcony or terrace,Periurban,1,2,2,4,3,4,4,4,4,4,2,1,1,1,1,3,3,2.6439280662604974,0,0,Birman
2-10 years,4,House in a subdivision,Periurban,1,3,1,4,1,3,2,2,4,4,1,1,1,1,2,4,1,3.0,0,0,Birman
1-2 years,1,Apartment without balcony,Periurban,0,3,1,3,1,4,2,4,4,4,1,1,1,1,3,4,4,2.0,0,0,Sphynx
